,article_number,content,dates,cluster,Subjectivity,Polarity,Sentiment,word_freq,article_title
10,10,"['homeland', 'illumination', 'voice', 'blog', 'important', 'people', 'maha', 'salo', '20', 'january', '2014', '1018', 'fire', 'alarm', 'gone', 'gastech', 'headquarters', 'people', 'evacuating', 'building', 'far', 'sign', 'sanjorge', 'executive', 'staff', 'official', 'asked', 'reporter', 'move', 'away', 'building', 'allow', 'fire', 'department', 'access', 'flavor', 'yet', 'another', 'medium', 'ploy', 'avoid', 'confrontation', 'people', 'kronos', '20', 'jan', '2014']",2014-01-20,C1,1.0,0.25,Positive,"[('people', 3), ('building', 2), ('2014', 2), ('20', 2), ('fire', 2), ('access', 1), ('medium', 1), ('far', 1), ('salo', 1), ('department', 1), ('homeland', 1), ('important', 1), ('maha', 1), ('allow', 1), ('gastech', 1), ('sanjorge', 1), ('flavor', 1), ('reporter', 1), ('away', 1), ('official', 1), ('jan', 1), ('ploy', 1), ('staff', 1), ('kronos', 1), ('blog', 1), ('voice', 1), ('asked', 1), ('yet', 1), ('confrontation', 1), ('evacuating', 1), ('sign', 1), ('executive', 1), ('alarm', 1), ('january', 1), ('1018', 1), ('gone', 1), ('another', 1), ('avoid', 1), ('headquarters', 1), ('move', 1), ('illumination', 1)]",VOICES - a blog about what is important to the people
11,11,"['tethys', 'news', 'break', 'emergency', 'gastech', 'quarter', 'construction', 'modernization', '20', 'january', '2014', 'modernization', '305', 'pm', 'police', 'p2o', 'left', 'scene', 'others', 'remain', 'external', 'part', 'fix', 'construction', 'others', 'still', 'construction', 'much', 'speculation', 'approximately', 'activity', 'police', 'still', 'answer', 'question', 'information']",2014-01-20,C1,0.225,-0.05,Negative,"[('construction', 3), ('others', 2), ('still', 2), ('police', 2), ('modernization', 2), ('305', 1), ('much', 1), ('gastech', 1), ('fix', 1), ('information', 1), ('external', 1), ('answer', 1), ('quarter', 1), ('2014', 1), ('20', 1), ('part', 1), ('activity', 1), ('tethys', 1), ('remain', 1), ('left', 1), ('january', 1), ('approximately', 1), ('emergency', 1), ('pm', 1), ('break', 1), ('question', 1), ('speculation', 1), ('news', 1), ('p2o', 1), ('scene', 1)]",To break off itself: The emergency to GAStech quarters the construction [modernizations]
12,12,"['news', 'online', 'today', 'four', 'people', 'died', 'fiery', 'road', 'crash', 'near', 'elodis', '20070319', 'nineyear', 'old', 'boy', 'initially', 'survived', 'crash', 'flown', 'abila', 'childrens', 'hospital', 'declared', 'dead', 'arrival', 'police', 'say', '25', 'year', 'old', 'truck', 'driver', 'custody', 'elodis', 'jail']",2007-03-19,C0,0.19999999999999998,-0.0,Neutral,"[('old', 2), ('crash', 2), ('elodis', 2), ('childrens', 1), ('abila', 1), ('hospital', 1), ('today', 1), ('flown', 1), ('truck', 1), ('20070319', 1), ('driver', 1), ('died', 1), ('declared', 1), ('arrival', 1), ('year', 1), ('say', 1), ('25', 1), ('custody', 1), ('survived', 1), ('nineyear', 1), ('near', 1), ('people', 1), ('police', 1), ('four', 1), ('fiery', 1), ('initially', 1), ('boy', 1), ('jail', 1), ('news', 1), ('online', 1), ('dead', 1), ('road', 1)]",Four people have died in a fiery road crash near Elodis  
13,13,"['centrum', 'sentinel', 'voice', 'blog', 'approximately', 'important', 'people', '20', 'january', '2014', '1025', 'test', 'smoke', 'fire', 'marked', 'fire', 'unit', 'arrive', 'hardly', '20', 'gen', '2014']",2014-01-20,C1,0.7138888888888889,0.06944444444444443,Positive,"[('2014', 2), ('20', 2), ('fire', 2), ('important', 1), ('unit', 1), ('sentinel', 1), ('1025', 1), ('centrum', 1), ('smoke', 1), ('arrive', 1), ('people', 1), ('blog', 1), ('voice', 1), ('gen', 1), ('january', 1), ('approximately', 1), ('test', 1), ('hardly', 1), ('marked', 1)]",VOICES - a blog approximately that what is important to people
14,14,"['news', 'online', 'today', 'protest', 'turn', 'violent', 'abila', '20090621', 'abila', 'kronos', 'rally', 'hundred', 'protestors', 'allied', 'protector', 'kronos', 'movement', 'turned', 'violence', 'today', 'angry', 'activist', 'vented', 'displeasure', 'innocent', 'citizen', 'abila', 'hearing', 'news', 'pok', 'leader', 'elian', 'karels', 'death', 'pok', 'assembly', 'began', 'peacefully', 'enough', 'usual', 'chanted', 'slogan', 'waving', 'protest', 'sign', 'one', 'young', 'rabblerouser', 'grabbed', 'bullhorn', 'began', 'inciting', 'crowd', 'violence']",2009-06-21,C2,0.6416666666666667,-0.15833333333333335,Negative,"[('abila', 3), ('began', 2), ('today', 2), ('pok', 2), ('kronos', 2), ('violence', 2), ('protest', 2), ('news', 2), ('karels', 1), ('turned', 1), ('one', 1), ('citizen', 1), ('elian', 1), ('protestors', 1), ('inciting', 1), ('activist', 1), ('innocent', 1), ('death', 1), ('rally', 1), ('slogan', 1), ('20090621', 1), ('grabbed', 1), ('waving', 1), ('usual', 1), ('violent', 1), ('displeasure', 1), ('chanted', 1), ('hearing', 1), ('assembly', 1), ('angry', 1), ('leader', 1), ('peacefully', 1), ('rabblerouser', 1), ('sign', 1), ('turn', 1), ('hundred', 1), ('protector', 1), ('movement', 1), ('bullhorn', 1), ('crowd', 1), ('vented', 1), ('allied', 1), ('online', 1), ('enough', 1), ('young', 1)]",Protest Turns Violent in Abila 
15,15,"['centrum', 'sentinel', 'voice', 'blog', 'approximately', 'important', 'people', '20', 'january', '2014', '1744', 'mean', 'relationship', 'coming', 'much', 'sure', 'number', 'employ', 'gastech', 'rob', 'identity', 'passenger', 'mystery', 'jet', 'left', 'today', 'advance', 'payment', 'airport', 'abila', 'remains', 'disowned', '20', 'gen', '2014']",2014-01-20,C1,0.6296296296296297,0.3,Positive,"[('2014', 2), ('20', 2), ('payment', 1), ('abila', 1), ('1744', 1), ('today', 1), ('advance', 1), ('important', 1), ('mean', 1), ('much', 1), ('sentinel', 1), ('gastech', 1), ('passenger', 1), ('relationship', 1), ('centrum', 1), ('people', 1), ('jet', 1), ('disowned', 1), ('rob', 1), ('sure', 1), ('blog', 1), ('voice', 1), ('airport', 1), ('number', 1), ('employ', 1), ('left', 1), ('gen', 1), ('january', 1), ('approximately', 1), ('remains', 1), ('mystery', 1), ('coming', 1), ('identity', 1)]",VOICES - a blog approximately that what is important to people
16,16,"['news', 'online', 'today', 'elodis', 'public', 'health', 'fact', 'sheet', '19980516', 'elodis', 'kronos', 'request', 'citizen', 'elodis', 'wellness', 'published', 'report', 'impact', 'gas', 'drilling', 'operation', 'water', 'quality', 'public', 'health']",1998-05-16,C0,0.06666666666666667,-0.0,Neutral,"[('elodis', 3), ('health', 2), ('public', 2), ('fact', 1), ('today', 1), ('citizen', 1), ('operation', 1), ('report', 1), ('published', 1), ('request', 1), ('kronos', 1), ('sheet', 1), ('gas', 1), ('19980516', 1), ('wellness', 1), ('drilling', 1), ('quality', 1), ('news', 1), ('online', 1), ('water', 1), ('impact', 1)]",ELODIS PUBLIC HEALTH FACT SHEET 
17,17,"['wrap', 'end', 'protest', 'pok', 'arrest', '20050406', 'elodis', 'kronos', 'fifteen', 'member', 'guard', 'kronos', 'activist', 'organization', 'pok', 'arrested', 'kronos', 'federal', 'police', 'force', 'yesterday', 'dispute', 'poorten', 'facility', 'gastech', 'bending', 'tiskele', 'protester', 'came', 'close', 'weapon', 'paddlepaddle', 'paddle', 'movement', 'stop', 'facility', 'leaf', 'enters', '8', 'local', 'time', 'movement', 'security', 'copy', 'side', 'poorten', 'swinging', 'sang', 'protester', 'confessed', 'protest', 'song', 'including', 'ounce', 'country', 'song', 'farmer', 'weaver', 'birth', 'country', 'arresting', 'protester', 'pok', 'started', 'federal', 'police', 'force', 'moved', 'neat', 'manner', 'waiting', 'police', 'force', 'van', 'sings', 'complete', 'time']",2005-04-06,C2,0.2,0.05,Positive,"[('pok', 3), ('force', 3), ('kronos', 3), ('police', 3), ('protester', 3), ('federal', 2), ('time', 2), ('facility', 2), ('movement', 2), ('poorten', 2), ('protest', 2), ('song', 2), ('country', 2), ('sings', 1), ('neat', 1), ('close', 1), ('fifteen', 1), ('dispute', 1), ('van', 1), ('paddlepaddle', 1), ('manner', 1), ('activist', 1), ('end', 1), ('gastech', 1), ('bending', 1), ('stop', 1), ('including', 1), ('waiting', 1), ('arrested', 1), ('sang', 1), ('enters', 1), ('confessed', 1), ('came', 1), ('arresting', 1), ('started', 1), ('security', 1), ('complete', 1), ('farmer', 1), ('member', 1), ('wrap', 1), ('swinging', 1), ('side', 1), ('leaf', 1), ('moved', 1), ('20050406', 1), ('paddle', 1), ('weapon', 1), ('guard', 1), ('local', 1), ('elodis', 1), ('organization', 1), ('yesterday', 1), ('weaver', 1), ('copy', 1), ('8', 1), ('birth', 1), ('ounce', 1), ('arrest', 1), ('tiskele', 1)]",THE END OF PROTESTS POK IN ARRESTS
18,18,"['homeland', 'illumination', 'pok', 'remembers', 'martyred', 'leader', 'petrus', 'gerhard', '20', 'june', '2012', 'abila', 'kronos', 'touching', 'ceremony', 'wednesday', 'leader', 'activist', 'group', 'protector', 'kronos', 'paid', 'tribute', 'fallen', 'leader', 'elian', 'karel', 'murdered', '19', 'june', '2009', 'illegally', 'detained', 'kronos', 'jail', 'today', 'gather', 'remember', 'elian', 'karel', 'silvia', 'marek', 'told', 'rapt', 'assembly', 'many', 'held', 'white', 'candle', 'karels', 'honor', 'elian', 'born', 'elodis', 'farm', '40', 'minute', 'jeroen', 'antaura', 'karel', 'grew', 'specter', 'death', 'around', 'time', 'elian', '17', 'many', 'family', 'member', 'friend', 'battling', 'constant', 'illness', 'including', 'neighbor', '10year', 'old', 'juliana', 'vann', 'marek', 'paused', 'moment', 'allow', 'cry', 'remember', 'juliana', 'fade', 'elian', 'devoted', 'life', 'people', 'elodis', 'well', 'citizen', 'kronos', 'father', 'elian', 'knew', 'would', 'difficult', 'journey', 'watched', 'father', 'jeroen', 'founder', 'pok', 'henk', 'bodrogi', 'walk', 'path', 'would', 'tread', 'elian', 'knew', 'course', 'would', 'easy', 'would', 'leave', 'little', 'time', 'personal', 'life', 'yet', 'chose', 'take', 'step', 'despite', 'challenge', 'knew', 'would', 'face', 'elians', 'journey', 'ended', 'three', 'year', 'ago', 'today', 'dream', 'die', 'vision', 'healthy', 'prosperous', 'future', 'today', 'honor', 'course', 'afternoon', 'several', 'speaker', 'paid', 'tribute', 'elian', 'victim', 'environmental', 'catastrophe', 'brought', 'greed', 'corruption', 'public', 'official', 'gathering', 'marred', 'aggravating', 'presence', 'abila', 'police', 'riot', 'gear', 'police', 'agitated', 'many', 'crowd', 'causing', 'leave', 'assembly', 'rather', 'assailed', 'baton', 'pepper', 'spray']",2012-06-20,C2,0.37401960784313726,0.10269607843137254,Positive,"[('elian', 8), ('would', 5), ('kronos', 4), ('many', 3), ('today', 3), ('knew', 3), ('karel', 3), ('leader', 3), ('pok', 2), ('june', 2), ('remember', 2), ('marek', 2), ('elodis', 2), ('father', 2), ('abila', 2), ('course', 2), ('journey', 2), ('jeroen', 2), ('honor', 2), ('life', 2), ('assembly', 2), ('time', 2), ('leave', 2), ('tribute', 2), ('juliana', 2), ('paid', 2), ('police', 2), ('farm', 1), ('detained', 1), ('held', 1), ('paused', 1), ('personal', 1), ('around', 1), ('ago', 1), ('candle', 1), ('specter', 1), ('activist', 1), ('death', 1), ('including', 1), ('devoted', 1), ('grew', 1), ('official', 1), ('illegally', 1), ('well', 1), ('die', 1), ('people', 1), ('19', 1), ('causing', 1), ('gear', 1), ('corruption', 1), ('gerhard', 1), ('riot', 1), ('assailed', 1), ('aggravating', 1), ('fallen', 1), ('environmental', 1), ('challenge', 1), ('crowd', 1), ('neighbor', 1), ('antaura', 1), ('constant', 1), ('karels', 1), ('vann', 1), ('battling', 1), ('citizen', 1), ('allow', 1), ('healthy', 1), ('spray', 1), ('little', 1), ('silvia', 1), ('touching', 1), ('moment', 1), ('victim', 1), ('difficult', 1), ('petrus', 1), ('yet', 1), ('protector', 1), ('several', 1), ('chose', 1), ('step', 1), ('10year', 1), ('agitated', 1), ('murdered', 1), ('group', 1), ('2009', 1), ('ended', 1), ('easy', 1), ('marred', 1), ('founder', 1), ('told', 1), ('2012', 1), ('year', 1), ('martyred', 1), ('future', 1), ('wednesday', 1), ('20', 1), ('public', 1), ('watched', 1), ('face', 1), ('rapt', 1), ('walk', 1), ('family', 1), ('catastrophe', 1), ('take', 1), ('vision', 1), ('born', 1), ('jail', 1), ('despite', 1), ('henk', 1), ('fade', 1), ('ceremony', 1), ('brought', 1), ('greed', 1), ('friend', 1), ('17', 1), ('prosperous', 1), ('old', 1), ('afternoon', 1), ('homeland', 1), ('remembers', 1), ('gathering', 1), ('baton', 1), ('elians', 1), ('white', 1), ('path', 1), ('gather', 1), ('dream', 1), ('illness', 1), ('three', 1), ('member', 1), ('presence', 1), ('minute', 1), ('rather', 1), ('bodrogi', 1), ('speaker', 1), ('cry', 1), ('illumination', 1), ('tread', 1), ('40', 1), ('pepper', 1)]",POK REMEMBERS MARTYRED LEADER
19,19,"['news', 'desk', 'arrested', 'leader', 'pok', '20090313', 'abila', 'kronos', 'elian', 'karel', 'charismatic', 'leader', 'guard', 'kronos', 'arrested', 'today', 'charge', 'belastingontwijking', 'michale', 'kraft', 'lawyer', 'karel', 'released', 'declaration', 'claiming', 'charge', 'levelled', 'customer', 'false', 'hoped', 'customer', 'police', 'force', 'preservation', 'end', 'week', 'delivered', 'answered', 'declaration', 'spokesman', 'adrien', 'carman', 'police', 'force', 'kraft', 'explaining', 'think', 'kraft', 'seriousness', 'situation', 'customer', 'underestimated', 'dense', 'group', 'since', 'time', 'followed', 'previous', 'month', 'group', 'karel', 'violating', 'incident', 'responsible', 'entrance', 'hoofdkwartier', 'gastech', 'kronos', 'blocked', 'president', 'ceo', 'sten', 'sanjorge', 'jr', 'gastech', 'convict', 'pok', 'terrorist']",2009-03-13,C2,0.5791666666666667,0.03333333333333332,Positive,"[('customer', 3), ('kraft', 3), ('kronos', 3), ('karel', 3), ('group', 2), ('gastech', 2), ('pok', 2), ('force', 2), ('arrested', 2), ('leader', 2), ('police', 2), ('declaration', 2), ('charge', 2), ('desk', 1), ('followed', 1), ('abila', 1), ('claiming', 1), ('today', 1), ('jr', 1), ('underestimated', 1), ('elian', 1), ('dense', 1), ('blocked', 1), ('president', 1), ('preservation', 1), ('end', 1), ('hoofdkwartier', 1), ('sanjorge', 1), ('terrorist', 1), ('convict', 1), ('think', 1), ('levelled', 1), ('month', 1), ('adrien', 1), ('since', 1), ('false', 1), ('hoped', 1), ('incident', 1), ('20090313', 1), ('charismatic', 1), ('ceo', 1), ('belastingontwijking', 1), ('week', 1), ('spokesman', 1), ('released', 1), ('time', 1), ('violating', 1), ('michale', 1), ('explaining', 1), ('previous', 1), ('situation', 1), ('guard', 1), ('responsible', 1), ('sten', 1), ('delivered', 1), ('answered', 1), ('news', 1), ('carman', 1), ('seriousness', 1), ('entrance', 1), ('lawyer', 1)]",ARRESTED LEADER POK
20,20,"['truth', 'turn', 'protest', 'violently', 'abila', '20090621', 'abila', 'kronos', 'collection', 'hundred', 'protestors', 'united', 'guard', 'movement', 'kronos', 'twisted', 'today', 'violence', 'since', 'boze', 'activist', 'dissatisfaction', 'onschuldige', 'citizen', 'abila', 'hearing', 'news', 'pok', 'death', 'leiderselian', 'karel', 'ventilated', 'karel', 'waited', 'test', 'belastingontwijking', 'found', 'morning', 'prison', 'cell', 'dead', 'yesterday', 'assembly', 'pok', 'started', 'peacefully', 'enough', 'usual', 'chanted', 'slogan', 'undulating', 'protest', 'sign', 'rabble', 'rabblerouser', 'one', 'youngster', 'started', 'seized', 'bullhorn', 'calling', 'mob', 'violence', 'mob', 'break', 'window', 'vandalized', 'shop', 'fire', 'determined', 'siopa', 'area', 'street', 'bluntest', 'police', 'force', 'extra', 'politiekrachten', 'answered', 'contain', 'chaos', 'forced', 'rubber', 'ball', 'use', 'traangas', 'spread', 'mob', 'office', 'president', 'kapelous', 'released', 'declaration', 'concerning', 'collection', 'explaining', 'type', 'forgive', 'violence', 'become', 'destruction', 'violence', 'manner', 'peace', 'reach', 'change', 'thing', 'opposition', 'guard', 'kronos', 'must', 'resume', 'peaceful', 'resource', 'approach', 'justify']",2009-06-21,C2,0.49375,-0.22499999999999998,Negative,"[('violence', 4), ('abila', 3), ('mob', 3), ('kronos', 3), ('pok', 2), ('collection', 2), ('started', 2), ('karel', 2), ('guard', 2), ('protest', 2), ('united', 1), ('spread', 1), ('waited', 1), ('type', 1), ('protestors', 1), ('rabble', 1), ('activist', 1), ('death', 1), ('become', 1), ('peaceful', 1), ('force', 1), ('contain', 1), ('siopa', 1), ('morning', 1), ('window', 1), ('opposition', 1), ('fire', 1), ('belastingontwijking', 1), ('explaining', 1), ('street', 1), ('chaos', 1), ('use', 1), ('movement', 1), ('area', 1), ('truth', 1), ('seized', 1), ('enough', 1), ('ball', 1), ('calling', 1), ('today', 1), ('concerning', 1), ('citizen', 1), ('prison', 1), ('youngster', 1), ('must', 1), ('slogan', 1), ('20090621', 1), ('peace', 1), ('destruction', 1), ('peacefully', 1), ('kapelous', 1), ('violently', 1), ('ventilated', 1), ('approach', 1), ('leiderselian', 1), ('test', 1), ('bullhorn', 1), ('office', 1), ('determined', 1), ('resource', 1), ('forgive', 1), ('twisted', 1), ('shop', 1), ('thing', 1), ('reach', 1), ('boze', 1), ('since', 1), ('usual', 1), ('vandalized', 1), ('extra', 1), ('hearing', 1), ('assembly', 1), ('released', 1), ('sign', 1), ('turn', 1), ('traangas', 1), ('break', 1), ('declaration', 1), ('dead', 1), ('resume', 1), ('president', 1), ('politiekrachten', 1), ('undulating', 1), ('one', 1), ('onschuldige', 1), ('manner', 1), ('rubber', 1), ('forced', 1), ('found', 1), ('justify', 1), ('chanted', 1), ('cell', 1), ('rabblerouser', 1), ('police', 1), ('hundred', 1), ('dissatisfaction', 1), ('yesterday', 1), ('answered', 1), ('news', 1), ('change', 1), ('bluntest', 1)]",The turns of the protest violently in Abila
21,21,"['modern', 'rubicon', 'scene', 'blog', '20', 'january', '2014', 'modernization', '1506', 'police', 'begun', 'leave', 'center', 'gastech', 'official', 'refused', 'answer', 'question', 'reporter', 'leave', 'scene', 'vehicle', 'police', 'remained', 'behind', 'presumablly', 'remaining', 'official', 'interviewing', 'employ', 'gastech', 'still', 'remain', 'inside', 'construction', 'company', 'cord', 'police', 'still', 'remains', 'around', 'building', 'gastech']",2014-01-20,C1,0.5,-0.1,Negative,"[('gastech', 3), ('police', 3), ('official', 2), ('still', 2), ('leave', 2), ('scene', 2), ('begun', 1), ('cord', 1), ('building', 1), ('rubicon', 1), ('refused', 1), ('around', 1), ('inside', 1), ('construction', 1), ('vehicle', 1), ('remaining', 1), ('reporter', 1), ('answer', 1), ('2014', 1), ('20', 1), ('behind', 1), ('1506', 1), ('blog', 1), ('remained', 1), ('interviewing', 1), ('remain', 1), ('modernization', 1), ('center', 1), ('company', 1), ('employ', 1), ('january', 1), ('modern', 1), ('remains', 1), ('presumablly', 1), ('question', 1)]",ON SCENE BLOG
22,22,"['daily', 'pegasus', 'member', 'pok', 'arrested', '20010902', 'elodis', 'kronos', 'heavy', 'government', 'obstructed', 'free', 'speech', 'yet', 'member', 'protector', 'group', 'activist', 'kronos', 'yesterday', 'legal', 'demonstration', 'field', 'curve', 'tiskele', 'five', 'activist', 'pok', 'collected', 'front', 'door', 'facility', 'operation', 'gas', 'gastech', 'perforated', 'cause', 'public', 'conscience', 'contaminated', 'river', 'tiskele', 'caused', 'problem', 'health', 'resident', 'elodis', 'present', 'people', 'disclose', 'demonstration', 'begun', 'pacific', 'five', 'member', 'pok', 'walked', 'forward', 'backwards', 'way', 'singing', 'remembers', 'julian', 'poison', 'eyewitness', 'said', 'door', 'opened', 'allow', 'vehicle', 'company', 'gastech', 'leave', 'facility', 'moved', 'demonstrator', 'side', 'witness', 'apparently', 'agree', 'time', 'vehicle', 'government', 'seal', 'kronos', 'lead', 'door', 'gliding', 'incorporate', 'facility', 'era', 'civil', 'one', 'griffith', 'mabel', 'resident', 'elodis', 'left', 'support', 'pok', 'said', 'opened', 'door', 'pok', 'people', 'moved', 'car', 'expelled', 'one', 'stranger', 'obtained', 'car', 'stopped', 'mean', 'way', 'reason', 'another', 'eyewitness', 'farmer', 'charley', 'normand', 'de', 'elodis', 'add', 'yes', 'pok', 'individual', 'requested', 'conductor', 'moved', 'pleasant', 'conductor', 'gastech', 'pay', 'attention', 'window', 'could', 'hear', 'renter', 'vehicle', 'government', 'left', 'assembled', 'altercation', 'event', 'sequence', 'get', 'confused', 'point', 'witness', 'indicate', 'instigadas', 'discussion', 'conductor', 'gastech', 'protestors', 'others', 'think', 'official', 'government', 'began', 'intimidate', 'demonstrator', 'way', 'people', 'car', 'government', 'police', 'mabel', 'say', 'used', 'uniform', 'currency', 'onlooker', 'say', 'three', 'party', 'began', 'shout', 'certain', 'point', 'police', 'kronos', 'abila', 'arrested', 'five', 'activist', 'probably', 'transported', 'jail', 'elodis', 'spite', 'repeated', 'order', 'interview', 'granted', 'access', 'arrested']",2001-09-02,C2,0.30456349206349204,0.09146825396825396,Positive,"[('pok', 6), ('elodis', 5), ('government', 5), ('gastech', 4), ('door', 4), ('kronos', 4), ('way', 3), ('activist', 3), ('people', 3), ('car', 3), ('conductor', 3), ('vehicle', 3), ('facility', 3), ('five', 3), ('arrested', 3), ('member', 3), ('moved', 3), ('say', 2), ('mabel', 2), ('demonstrator', 2), ('tiskele', 2), ('said', 2), ('left', 2), ('resident', 2), ('demonstration', 2), ('witness', 2), ('began', 2), ('one', 2), ('opened', 2), ('police', 2), ('point', 2), ('eyewitness', 2), ('collected', 1), ('problem', 1), ('access', 1), ('spite', 1), ('begun', 1), ('poison', 1), ('walked', 1), ('protestors', 1), ('pay', 1), ('griffith', 1), ('disclose', 1), ('reason', 1), ('obstructed', 1), ('stopped', 1), ('speech', 1), ('official', 1), ('window', 1), ('caused', 1), ('instigadas', 1), ('obtained', 1), ('singing', 1), ('lead', 1), ('certain', 1), ('20010902', 1), ('present', 1), ('sequence', 1), ('era', 1), ('order', 1), ('uniform', 1), ('daily', 1), ('field', 1), ('add', 1), ('conscience', 1), ('others', 1), ('abila', 1), ('allow', 1), ('seal', 1), ('river', 1), ('think', 1), ('event', 1), ('attention', 1), ('party', 1), ('repeated', 1), ('incorporate', 1), ('yet', 1), ('shout', 1), ('protector', 1), ('pacific', 1), ('gas', 1), ('renter', 1), ('pleasant', 1), ('yes', 1), ('expelled', 1), ('discussion', 1), ('group', 1), ('cause', 1), ('health', 1), ('charley', 1), ('mean', 1), ('operation', 1), ('hear', 1), ('confused', 1), ('front', 1), ('julian', 1), ('intimidate', 1), ('used', 1), ('public', 1), ('requested', 1), ('agree', 1), ('could', 1), ('time', 1), ('stranger', 1), ('altercation', 1), ('probably', 1), ('onlooker', 1), ('heavy', 1), ('farmer', 1), ('transported', 1), ('perforated', 1), ('jail', 1), ('contaminated', 1), ('leave', 1), ('normand', 1), ('gliding', 1), ('forward', 1), ('support', 1), ('backwards', 1), ('remembers', 1), ('interview', 1), ('civil', 1), ('free', 1), ('get', 1), ('assembled', 1), ('legal', 1), ('individual', 1), ('pegasus', 1), ('company', 1), ('three', 1), ('side', 1), ('granted', 1), ('curve', 1), ('de', 1), ('yesterday', 1), ('apparently', 1), ('currency', 1), ('another', 1), ('indicate', 1)]",THE MEMBERS OF POK ARRESTED
